TIME_PERIOD,INDEX_TYPE,COICOP_1999,TYPE_OF_TRANSFORMATION,COUNTRY,FREQUENCY,COMMON_REFERENCE_PERIOD,OVERLAP,SCALE,ACCESS_SHARING_LEVEL,SECURITY_CLASSIFICATION,METHODOLOGY,IFS_FLAG,value
2021-M06,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.717788897656044
2021-M07,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.717788897656044
2021-M08,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.717788897656044
2021-M09,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.717788897656044
2021-M10,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.717788897656044
2021-M11,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.717788897656044
2021-M12,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.717788897656044
2022-M01,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.631743131431182
2022-M02,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.631743131431182
2022-M03,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.631743131431182
2022-M04,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.631743131431182
2022-M05,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.631743131431182
2022-M06,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.631743131431182
2022-M07,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.631743131431182
2022-M08,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.631743131431182
2022-M09,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.631743131431182
2022-M10,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.631743131431182
2022-M11,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.631743131431182
2022-M12,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.631743131431182
2023-M01,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,8.284485916373942
2023-M02,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,8.284485916373942
2023-M03,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,8.284485916373942
2023-M04,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,8.284485916373942
2023-M05,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,8.284485916373942
2023-M06,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,8.284485916373942
2023-M07,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,8.284485916373942
2023-M08,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,8.284485916373942
2023-M09,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,8.284485916373942
2023-M10,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,8.284485916373942
2023-M11,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,8.284485916373942
2023-M12,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,8.284485916373942
2020,CPI,CP01,YOY_PCH_PA_PT,USA,A,,OL,0,PUBLIC_OPEN,PUB,,,3.505030207025687
2021,CPI,CP01,YOY_PCH_PA_PT,USA,A,,OL,0,PUBLIC_OPEN,PUB,,,3.469165181772155
2022,CPI,CP01,YOY_PCH_PA_PT,USA,A,,OL,0,PUBLIC_OPEN,PUB,,,11.43888507698044
2023,CPI,CP01,YOY_PCH_PA_PT,USA,A,,OL,0,PUBLIC_OPEN,PUB,,,4.944268537209466
2024,CPI,CP01,YOY_PCH_PA_PT,USA,A,,OL,0,PUBLIC_OPEN,PUB,,,1.166139683295299
2020-M01,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.7185466377439803
2020-M02,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.8188964211908398
2020-M03,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,1.072605670450875
2020-M04,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,4.071869019774596
2020-M05,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,4.828604801575408
2020-M06,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,5.667886816570835
2020-M07,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,4.643099273607756
2020-M08,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,4.645166293463591
2020-M09,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,4.080250079843591
2020-M10,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,3.96836114594389
2020-M11,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,3.609458871318705
2020-M12,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,3.948081089445976
2021-M01,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,3.696902101801877
2021-M02,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,3.555487442769324
2021-M03,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,3.29427244729638
2021-M04,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,1.223079709135453
2021-M05,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.6777600766163875
2021-M06,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.9356757301661315
2021-M07,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,2.569323608900044
2021-M08,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,2.980926884848078
2021-M09,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,4.516333001683084
2021-M10,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,5.38206041713051
2021-M11,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,6.38587844334295
2021-M12,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,6.500176786943769
2022-M01,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.348100620300153
2022-M02,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,8.627004828236847
2022-M03,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,10.0180921963557
2022-M04,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,10.8453521230137
2022-M05,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,12.01785436617909
2022-M06,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,12.23261303795167
2022-M07,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,13.14925103771882
2022-M08,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,13.53320560218038
2022-M09,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,12.92704626334517
2022-M10,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,12.43914249240659
2022-M11,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,11.95686508493613
2022-M12,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,11.88275380045436
2023-M01,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,11.35727611940299
2023-M02,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,10.1497773350023
2023-M03,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,8.325572419810902
2023-M04,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.009775114429305
2023-M05,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,5.647189469902375
2023-M06,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,4.58123336542279
2023-M07,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,3.485868316958018
2023-M08,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,2.893452494137036
2023-M09,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,2.376900653903763
2023-M10,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,2.048326730037437
2023-M11,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,1.603511109369437
2023-M12,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,1.165850649299931
2024-M01,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,1.188287764203997
2024-M02,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.9662881393928338
2024-M03,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,1.15405468205405
2024-M04,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,1.126185356496448
2024-M05,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,1.026402028071478
2024-M06,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,1.093783842321837
2024-M07,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.9856430569576912
2024-M08,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.8169833985277118
2024-M09,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,1.169707650041938
2024-M10,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,1.019719174403414
2024-M11,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,1.559691764179554
2024-M12,CPI,CP01,YOY_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,1.888015808080025
2020-Q1,CPI,CP01,YOY_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,0.8702959585812708
2020-Q2,CPI,CP01,YOY_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,4.855585953989845
2020-Q3,CPI,CP01,YOY_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,4.456024123614081
2020-Q4,CPI,CP01,YOY_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,3.842077968929641
2021-Q1,CPI,CP01,YOY_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,3.514987854587057
2021-Q2,CPI,CP01,YOY_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,0.9447095955327811
2021-Q3,CPI,CP01,YOY_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,3.353835692650103
2021-Q4,CPI,CP01,YOY_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,6.088372597980645
2022-Q1,CPI,CP01,YOY_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,8.666385033564667
2022-Q2,CPI,CP01,YOY_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,11.70079003851239
2022-Q3,CPI,CP01,YOY_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,13.20220938960672
2022-Q4,CPI,CP01,YOY_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,12.09223041229433
2023-Q1,CPI,CP01,YOY_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,9.929512718357307
2023-Q2,CPI,CP01,YOY_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,5.7367442722501
2023-Q3,CPI,CP01,YOY_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,2.916483946129644
2023-Q4,CPI,CP01,YOY_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,1.605498604481316
2024-Q1,CPI,CP01,YOY_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,1.102747576123691
2024-Q2,CPI,CP01,YOY_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,1.082109365736463
2024-Q3,CPI,CP01,YOY_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,0.9908157031454007
2024-Q4,CPI,CP01,YOY_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,1.488222835504776
2020,CPI,CP02,IX,USA,A,2010A,,0,PUBLIC_OPEN,PUB,,,127.6418801976919
2021,CPI,CP02,IX,USA,A,2010A,,0,PUBLIC_OPEN,PUB,,,133.3368144536114
2022,CPI,CP02,IX,USA,A,2010A,,0,PUBLIC_OPEN,PUB,,,140.3651962950169
2023,CPI,CP02,IX,USA,A,2010A,,0,PUBLIC_OPEN,PUB,,,147.078313602522
2024,CPI,CP02,IX,USA,A,2010A,,0,PUBLIC_OPEN,PUB,,,153.6597731559211
2020-M01,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,125.128600616426
2020-M02,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,125.7959045958821
2020-M03,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,126.9152186545202
2020-M04,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,127.0855257696623
2020-M05,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,126.9709165789692
2020-M06,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,127.4486333925123
2020-M07,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,128.1009417769244
2020-M08,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,128.1662797267588
2020-M09,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,128.339800183696
2020-M10,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,128.8667882380979
2020-M11,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,129.3969896342949
2020-M12,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,129.4869632045586
2021-M01,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,130.7755132644071
2021-M02,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,131.2896479516285
2021-M03,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,131.8701917026159
2021-M04,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,132.0576366406653
2021-M05,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,132.3179173260711
2021-M06,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,132.9702257104832
2021-M07,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,133.3472578144455
2021-M08,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,133.6257474366904
2021-M09,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,134.2180734409267
2021-M10,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,135.3566675503356
2021-M11,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,136.0175448462014
2021-M12,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,136.1953497588654
2022-M01,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,136.4845505204274
2022-M02,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,137.7249004533489
2022-M03,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,138.3354353944243
2022-M04,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,138.8249344612163
2022-M05,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,139.460105022721
2022-M06,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,140.2141692306456
2022-M07,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,140.6136947271739
2022-M08,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,141.7105153932461
2022-M09,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,141.7372932415388
2022-M10,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,142.3885305120192
2022-M11,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,143.3932353799642
2022-M12,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,143.4949912034768
2023-M01,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,144.3251045005529
2023-M02,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,145.2141290638732
2023-M03,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,145.7132681560506
2023-M04,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,145.8471573975144
2023-M05,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,146.5144613769705
2023-M06,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,146.471616819702
2023-M07,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,146.7211863657907
2023-M08,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,147.298516774983
2023-M09,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,147.7408868287797
2023-M10,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,149.3689800049806
2023-M11,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,149.9141769962216
2023-M12,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,149.8102789448456
2024-M01,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,150.4229561137844
2024-M02,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,151.6397415402082
2024-M03,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,151.8357553897114
2024-M04,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,151.8453954150968
2024-M05,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,153.2614080328189
2024-M06,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,153.7734004921768
2024-M07,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,153.9694143416799
2024-M08,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,154.981617007147
2024-M09,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,155.0726616913424
2024-M10,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,155.4111336937631
2024-M11,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,155.9263394949162
2024-M12,CPI,CP02,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,155.7774546584083
2020-Q1,CPI,CP02,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,125.9465746222761
2020-Q2,CPI,CP02,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,127.1683585803813
2020-Q3,CPI,CP02,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,128.2023405624597
2020-Q4,CPI,CP02,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,129.2502470256505
2021-Q1,CPI,CP02,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,131.3117843062172
2021-Q2,CPI,CP02,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,132.4485932257399
2021-Q3,CPI,CP02,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,133.7303595640209
2021-Q4,CPI,CP02,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,135.8565207184675
2022-Q1,CPI,CP02,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,137.5149621227335
2022-Q2,CPI,CP02,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,139.4997362381943
2022-Q3,CPI,CP02,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,141.3538344539863
2022-Q4,CPI,CP02,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,143.0922523651534
2023-Q1,CPI,CP02,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,145.0841672401589
2023-Q2,CPI,CP02,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,146.2777451980623
2023-Q3,CPI,CP02,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,147.2535299898511
2023-Q4,CPI,CP02,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,149.6978119820159
2024-Q1,CPI,CP02,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,151.2994843479013
2024-Q2,CPI,CP02,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,152.9600679800308
2024-Q3,CPI,CP02,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,154.6745643467231
2024-Q4,CPI,CP02,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,155.7049759490292
2020,CPI,CP02,POP_PCH_PA_PT,USA,A,,,0,PUBLIC_OPEN,PUB,,,3.413117618302426
2021,CPI,CP02,POP_PCH_PA_PT,USA,A,,,0,PUBLIC_OPEN,PUB,,,4.461650241362145
2022,CPI,CP02,POP_PCH_PA_PT,USA,A,,,0,PUBLIC_OPEN,PUB,,,5.271148759782852
2023,CPI,CP02,POP_PCH_PA_PT,USA,A,,,0,PUBLIC_OPEN,PUB,,,4.782608142687734
2024,CPI,CP02,POP_PCH_PA_PT,USA,A,,,0,PUBLIC_OPEN,PUB,,,4.474799439967365
2020-M01,CPI,CP02,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.4281182569224999
2020-M02,CPI,CP02,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.5332945275250693
2020-M03,CPI,CP02,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.8897857702394077
2020-M04,CPI,CP02,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.1341896716151104
2020-M05,CPI,CP02,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-0.09018272537253756
2020-M06,CPI,CP02,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.3762411317602684
2020-M07,CPI,CP02,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.5118206190592418
2020-M08,CPI,CP02,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.05100505033614805
2020-M09,CPI,CP02,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.1353869811210351
2020-M10,CPI,CP02,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.4106193508542235
2020-M11,CPI,CP02,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.4114337009915891
2020-M12,CPI,CP02,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.06953297021668403
2021-M01,CPI,CP02,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.9951195301513848
2021-M02,CPI,CP02,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.3931429320272689
2021-M03,CPI,CP02,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.4421854731465894
2021-M04,CPI,CP02,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.1421435243471187
2021-M05,CPI,CP02,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.1970962770703184
2021-M06,CPI,CP02,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.4929856799397894
2021-M07,CPI,CP02,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.2835462615391915
2021-M08,CPI,CP02,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.2088454062043196
2021-M09,CPI,CP02,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.4432723600045223
2021-M10,CPI,CP02,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.8483165345910203
2021-M11,CPI,CP02,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.4882487932262643
